BatchName,CourseCode,CourseName,Day,StartTime,EndTime,Duration,Room,Type
PHYS-B-2024,STAT201,Statistics,Tuesday,14:00,15:30,1.5,204,Lecture
PHYS-B-2024,MATH202,Calculus II,Tuesday,15:30,17:00,1.5,204,Lecture
PHYS-B-2024,PHYS101,Physics Fundamentals,Wednesday,08:00,11:00,3.0,CL08,Lab
PHYS-B-2024,MATH201,Calculus I,Wednesday,12:00,13:30,1.5,207,Lecture
PHYS-B-2024,PHYS201,Mechanics,Wednesday,14:00,15:30,1.5,103,Lecture
PHYS-B-2024,MATH202,Calculus II,Wednesday,15:30,17:00,1.5,207,Lecture
PHYS-B-2024,CHEM101,General Chemistry,Thursday,08:00,11:00,3.0,CL05,Lab
PHYS-B-2024,MATH201,Calculus I,Thursday,12:00,13:30,1.5,207,Lecture
PHYS-B-2024,PHYS201,Mechanics,Thursday,14:00,15:30,1.5,106,Lecture
PHYS-B-2024,CHEM201,Organic Chemistry,Thursday,15:30,17:00,1.5,207,Lecture
PHYS-B-2024,CS101,Introduction to Computer Science,Friday,08:00,09:30,1.5,103,Lecture
PHYS-B-2024,STAT201,Statistics,Friday,10:00,11:30,1.5,103,Lecture
PHYS-B-2024,CHEM101,General Chemistry,Friday,12:00,13:30,1.5,207,Lecture
PHYS-B-2024,PHYS202,Electromagnetism,Friday,13:30,16:30,3.0,CL08,Lab
PHYS-B-2024,CHEM201,Organic Chemistry,Friday,16:30,18:00,1.5,204,Lecture
PHYS-C-2024,CHEM101,General Chemistry,Monday,08:00,09:30,1.5,205,Lecture
PHYS-C-2024,CS101,Introduction to Computer Science,Monday,10:00,11:30,1.5,205,Lecture
PHYS-C-2024,PHYS101,Physics Fundamentals,Monday,12:00,13:30,1.5,208,Lecture
PHYS-C-2024,PHYS201,Mechanics,Monday,13:30,16:30,3.0,CL12,Lab
PHYS-C-2024,PHYS202,Electromagnetism,Monday,16:30,18:00,1.5,208,Lecture
PHYS-C-2024,ENG101,English Composition,Tuesday,08:00,10:00,2.0,104,Lecture
PHYS-C-2024,PHYS202,Electromagnetism,Tuesday,10:00,11:30,1.5,104,Lecture
PHYS-C-2024,PHYS101,Physics Fundamentals,Tuesday,12:00,13:30,1.5,208,Lecture
PHYS-C-2024,STAT201,Statistics,Tuesday,14:00,15:30,1.5,205,Lecture
PHYS-C-2024,MATH202,Calculus II,Tuesday,15:30,17:00,1.5,205,Lecture
PHYS-C-2024,PHYS101,Physics Fundamentals,Wednesday,08:00,11:00,3.0,CL09,Lab
PHYS-C-2024,MATH201,Calculus I,Wednesday,12:00,13:30,1.5,208,Lecture
PHYS-C-2024,PHYS201,Mechanics,Wednesday,14:00,15:30,1.5,104,Lecture
PHYS-C-2024,MATH202,Calculus II,Wednesday,15:30,17:00,1.5,208,Lecture
PHYS-C-2024,CHEM101,General Chemistry,Thursday,08:00,11:00,3.0,CL06,Lab
PHYS-C-2024,MATH201,Calculus I,Thursday,12:00,13:30,1.5,208,Lecture
PHYS-C-2024,PHYS201,Mechanics,Thursday,14:00,15:30,1.5,107,Lecture
PHYS-C-2024,CHEM201,Organic Chemistry,Thursday,15:30,17:00,1.5,208,Lecture
PHYS-C-2024,CS101,Introduction to Computer Science,Friday,08:00,09:30,1.5,104,Lecture
PHYS-C-2024,STAT201,Statistics,Friday,10:00,11:30,1.5,104,Lecture
PHYS-C-2024,CHEM101,General Chemistry,Friday,12:00,13:30,1.5,208,Lecture
PHYS-C-2024,PHYS202,Electromagnetism,Friday,13:30,16:30,3.0,CL09,Lab
PHYS-C-2024,CHEM201,Organic Chemistry,Friday,16:30,18:00,1.5,205,Lecture
